student_key,total_clicks_early,mean_clicks_per_day_early,max_clicks_in_a_day_early,active_days_early,activity_span_early,consistency_early,target
584515_FFF_2014J,2781.0,6.637231503579952,66.0,43.0,45.0,0.9555555555555556,1
584594_FFF_2014J,166.0,2.6774193548387095,18.0,8.0,29.0,0.27586206896551724,0
584673_FFF_2014J,970.0,3.803921568627451,53.0,29.0,44.0,0.6590909090909091,0
585021_FFF_2014J,25.0,1.3888888888888888,5.0,3.0,4.0,0.75,0
585224_FFF_2014J,786.0,4.180851063829787,58.0,23.0,42.0,0.5476190476190477,1
585261_FFF_2014J,591.0,3.7884615384615383,54.0,17.0,26.0,0.6538461538461539,1
585284_FFF_2014J,516.0,3.712230215827338,107.0,24.0,43.0,0.5581395348837209,1
585301_FFF_2014J,8.0,1.1428571428571428,2.0,3.0,5.0,0.6,0
585503_FFF_2014J,1274.0,4.59927797833935,53.0,25.0,42.0,0.5952380952380952,1
585572_FFF_2014J,1359.0,4.735191637630662,131.0,30.0,42.0,0.7142857142857143,0
585724_FFF_2014J,33.0,3.6666666666666665,7.0,3.0,6.0,0.5,0
585825_FFF_2014J,635.0,3.489010989010989,71.0,21.0,38.0,0.5526315789473685,0
585958_FFF_2014J,362.0,3.7708333333333335,33.0,13.0,30.0,0.43333333333333335,1
586282_FFF_2014J,214.0,2.2291666666666665,20.0,17.0,34.0,0.5,0
586811_FFF_2014J,247.0,3.4788732394366195,28.0,9.0,29.0,0.3103448275862069,0
586906_FFF_2014J,614.0,5.63302752293578,66.0,13.0,43.0,0.3023255813953488,1
587509_FFF_2014J,517.0,3.469798657718121,90.0,21.0,43.0,0.4883720930232558,0
587571_FFF_2014J,1899.0,4.2674157303370785,89.0,40.0,45.0,0.8888888888888888,1
587654_FFF_2014J,525.0,4.338842975206612,91.0,14.0,44.0,0.3181818181818182,0
587706_FFF_2014J,415.0,3.6403508771929824,37.0,11.0,19.0,0.5789473684210527,0
588128_FFF_2014J,241.0,3.0125,31.0,14.0,44.0,0.3181818181818182,1
588628_FFF_2014J,1651.0,4.42627345844504,53.0,30.0,45.0,0.6666666666666666,1
589080_FFF_2014J,969.0,4.1587982832618025,46.0,22.0,43.0,0.5116279069767442,1
589162_FFF_2014J,334.0,3.009009009009009,31.0,19.0,44.0,0.4318181818181818,1
589332_FFF_2014J,2372.0,4.509505703422053,59.0,42.0,45.0,0.9333333333333333,1
589389_FFF_2014J,202.0,2.5569620253164556,37.0,16.0,45.0,0.35555555555555557,1
589441_FFF_2014J,81.0,2.1315789473684212,8.0,7.0,23.0,0.30434782608695654,0
589798_FFF_2014J,38.0,2.533333333333333,11.0,2.0,10.0,0.2,0
589828_FFF_2014J,60.0,1.875,11.0,9.0,18.0,0.5,1
590120_FFF_2014J,750.0,3.409090909090909,40.0,27.0,45.0,0.6,1
590381_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
590462_FFF_2014J,419.0,2.8698630136986303,29.0,29.0,45.0,0.6444444444444445,0
590543_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
590818_FFF_2014J,40.0,2.2222222222222223,6.0,2.0,25.0,0.08,0
591525_FFF_2014J,720.0,3.3333333333333335,26.0,29.0,44.0,0.6590909090909091,1
591581_FFF_2014J,333.0,5.842105263157895,81.0,20.0,43.0,0.46511627906976744,1
591655_FFF_2014J,5.0,1.25,2.0,3.0,35.0,0.08571428571428572,0
591746_FFF_2014J,315.0,3.1818181818181817,72.0,15.0,36.0,0.4166666666666667,0
591946_FFF_2014J,573.0,3.9791666666666665,63.0,21.0,45.0,0.4666666666666667,1
592218_FFF_2014J,424.0,3.623931623931624,61.0,18.0,30.0,0.6,1
592233_FFF_2014J,82.0,2.7333333333333334,16.0,5.0,17.0,0.29411764705882354,0
592295_FFF_2014J,166.0,2.2133333333333334,13.0,12.0,22.0,0.5454545454545454,1
592558_FFF_2014J,566.0,3.958041958041958,33.0,21.0,44.0,0.4772727272727273,1
592657_FFF_2014J,301.0,3.6707317073170733,51.0,12.0,38.0,0.3157894736842105,0
592939_FFF_2014J,93.0,2.3846153846153846,12.0,9.0,44.0,0.20454545454545456,1
593136_FFF_2014J,780.0,3.5454545454545454,21.0,29.0,43.0,0.6744186046511628,1
593563_FFF_2014J,474.0,3.590909090909091,35.0,16.0,42.0,0.38095238095238093,1
593722_FFF_2014J,506.0,3.953125,37.0,15.0,41.0,0.36585365853658536,0
593796_FFF_2014J,1825.0,6.835205992509363,139.0,34.0,45.0,0.7555555555555555,1
594065_FFF_2014J,680.0,4.07185628742515,54.0,31.0,44.0,0.7045454545454546,1
594122_FFF_2014J,439.0,3.512,49.0,20.0,45.0,0.4444444444444444,1
594229_FFF_2014J,956.0,4.488262910798122,78.0,14.0,42.0,0.3333333333333333,1
594258_FFF_2014J,40.0,1.4285714285714286,4.0,7.0,23.0,0.30434782608695654,0
594406_FFF_2014J,179.0,2.6323529411764706,20.0,12.0,31.0,0.3870967741935484,0
594615_FFF_2014J,134.0,3.0454545454545454,17.0,5.0,29.0,0.1724137931034483,0
594636_FFF_2014J,830.0,4.940476190476191,77.0,22.0,32.0,0.6875,1
595246_FFF_2014J,38.0,1.1176470588235294,3.0,2.0,7.0,0.2857142857142857,0
595262_FFF_2014J,711.0,3.722513089005236,38.0,22.0,42.0,0.5238095238095238,0
595673_FFF_2014J,4.0,1.3333333333333333,2.0,3.0,5.0,0.6,0
595676_FFF_2014J,13.0,2.6,4.0,5.0,18.0,0.2777777777777778,0
595721_FFF_2014J,330.0,3.0555555555555554,22.0,13.0,33.0,0.3939393939393939,1
595943_FFF_2014J,570.0,2.6511627906976742,27.0,28.0,44.0,0.6363636363636364,1
596052_FFF_2014J,463.0,5.202247191011236,69.0,11.0,30.0,0.36666666666666664,0
596203_FFF_2014J,687.0,2.748,82.0,19.0,43.0,0.4418604651162791,0
596243_FFF_2014J,349.0,2.982905982905983,54.0,12.0,27.0,0.4444444444444444,1
596245_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
596253_FFF_2014J,439.0,3.091549295774648,25.0,16.0,44.0,0.36363636363636365,1
596464_FFF_2014J,101.0,1.8363636363636364,13.0,10.0,37.0,0.2702702702702703,0
596693_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
596758_FFF_2014J,632.0,3.3617021276595747,50.0,21.0,38.0,0.5526315789473685,1
596805_FFF_2014J,120.0,2.2641509433962264,11.0,6.0,40.0,0.15,0
597391_FFF_2014J,1.0,1.0,1.0,1.0,0.0,0.0,0
597740_FFF_2014J,1071.0,3.908759124087591,56.0,26.0,42.0,0.6190476190476191,1
597937_FFF_2014J,371.0,2.409090909090909,85.0,20.0,23.0,0.8695652173913043,0
598308_FFF_2014J,275.0,3.197674418604651,34.0,11.0,39.0,0.28205128205128205,1
598442_FFF_2014J,211.0,3.981132075471698,37.0,5.0,7.0,0.7142857142857143,0
598540_FFF_2014J,1397.0,4.246200607902735,147.0,36.0,45.0,0.8,1
598559_FFF_2014J,683.0,3.3155339805825244,48.0,24.0,45.0,0.5333333333333333,1
598582_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
598757_FFF_2014J,152.0,6.608695652173913,90.0,2.0,1.0,2.0,0
598939_FFF_2014J,1633.0,3.6532438478747205,61.0,28.0,30.0,0.9333333333333333,0
599007_FFF_2014J,68.0,6.8,39.0,1.0,0.0,0.0,0
599297_FFF_2014J,154.0,2.0533333333333332,12.0,10.0,34.0,0.29411764705882354,0
599865_FFF_2014J,163.0,2.3970588235294117,11.0,12.0,42.0,0.2857142857142857,0
600071_FFF_2014J,773.0,3.420353982300885,72.0,29.0,34.0,0.8529411764705882,1
600405_FFF_2014J,463.0,3.4296296296296296,31.0,16.0,39.0,0.41025641025641024,0
600615_FFF_2014J,79.0,6.076923076923077,32.0,3.0,21.0,0.14285714285714285,0
600773_FFF_2014J,330.0,3.203883495145631,45.0,13.0,42.0,0.30952380952380953,0
600893_FFF_2014J,32.0,2.6666666666666665,7.0,5.0,26.0,0.19230769230769232,0
601008_FFF_2014J,402.0,4.620689655172414,49.0,10.0,27.0,0.37037037037037035,1
601180_FFF_2014J,29.0,2.4166666666666665,12.0,5.0,5.0,1.0,0
601235_FFF_2014J,448.0,3.4198473282442747,37.0,18.0,30.0,0.6,1
601271_FFF_2014J,370.0,2.215568862275449,26.0,26.0,44.0,0.5909090909090909,0
601680_FFF_2014J,370.0,3.217391304347826,61.0,13.0,43.0,0.3023255813953488,0
601820_FFF_2014J,71.0,1.7317073170731707,7.0,5.0,25.0,0.2,1
602502_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
602594_FFF_2014J,418.0,2.882758620689655,24.0,20.0,42.0,0.47619047619047616,1
603423_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
603648_FFF_2014J,696.0,3.845303867403315,50.0,21.0,42.0,0.5,1
603931_FFF_2014J,187.0,2.75,20.0,21.0,41.0,0.5121951219512195,0
604142_FFF_2014J,2.0,1.0,1.0,2.0,5.0,0.4,0
604567_FFF_2014J,568.0,4.4375,65.0,13.0,21.0,0.6190476190476191,1
604614_FFF_2014J,212.0,3.072463768115942,38.0,8.0,39.0,0.20512820512820512,1
604652_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
604907_FFF_2014J,390.0,4.936708860759493,82.0,7.0,41.0,0.17073170731707318,0
605091_FFF_2014J,21.0,1.4,4.0,5.0,32.0,0.15625,0
605180_FFF_2014J,160.0,3.404255319148936,27.0,6.0,22.0,0.2727272727272727,1
605228_FFF_2014J,315.0,3.3157894736842106,24.0,18.0,33.0,0.5454545454545454,0
605394_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
605682_FFF_2014J,475.0,3.104575163398693,35.0,23.0,40.0,0.575,1
606257_FFF_2014J,812.0,3.08745247148289,66.0,32.0,45.0,0.7111111111111111,1
606293_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
606428_FFF_2014J,762.0,3.7536945812807883,58.0,24.0,37.0,0.6486486486486487,0
606805_FFF_2014J,108.0,3.176470588235294,16.0,5.0,35.0,0.14285714285714285,0
606904_FFF_2014J,431.0,3.780701754385965,95.0,11.0,37.0,0.2972972972972973,0
607243_FFF_2014J,1376.0,4.496732026143791,54.0,38.0,45.0,0.8444444444444444,1
607303_FFF_2014J,732.0,5.013698630136986,48.0,19.0,28.0,0.6785714285714286,1
607501_FFF_2014J,1137.0,4.119565217391305,66.0,27.0,44.0,0.6136363636363636,1
607533_FFF_2014J,1.0,1.0,1.0,1.0,0.0,0.0,0
607679_FFF_2014J,876.0,3.3056603773584907,24.0,31.0,44.0,0.7045454545454546,1
607700_FFF_2014J,596.0,3.748427672955975,50.0,20.0,44.0,0.45454545454545453,1
607733_FFF_2014J,243.0,2.730337078651685,24.0,15.0,44.0,0.3409090909090909,0
607866_FFF_2014J,13.0,3.25,6.0,4.0,10.0,0.4,1
608248_FFF_2014J,47.0,2.473684210526316,5.0,8.0,17.0,0.47058823529411764,0
609142_FFF_2014J,1571.0,4.553623188405797,45.0,33.0,44.0,0.75,1
609240_FFF_2014J,996.0,4.048780487804878,50.0,19.0,45.0,0.4222222222222222,1
611465_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
611603_FFF_2014J,377.0,5.026666666666666,163.0,10.0,42.0,0.23809523809523808,1
612763_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
612842_FFF_2014J,889.0,3.445736434108527,63.0,34.0,45.0,0.7555555555555555,1
613165_FFF_2014J,1836.0,11.620253164556962,439.0,17.0,35.0,0.4857142857142857,1
613330_FFF_2014J,2223.0,5.804177545691906,108.0,31.0,34.0,0.9117647058823529,1
613634_FFF_2014J,355.0,2.9098360655737703,56.0,17.0,40.0,0.425,1
613899_FFF_2014J,2340.0,4.588235294117647,75.0,44.0,45.0,0.9777777777777777,1
613966_FFF_2014J,1205.0,4.198606271777003,77.0,29.0,31.0,0.9354838709677419,0
614059_FFF_2014J,183.0,1.9263157894736842,10.0,16.0,41.0,0.3902439024390244,1
614984_FFF_2014J,426.0,3.5798319327731094,81.0,16.0,44.0,0.36363636363636365,1
615266_FFF_2014J,704.0,2.921161825726141,85.0,36.0,45.0,0.8,1
615299_FFF_2014J,1219.0,4.688461538461539,121.0,19.0,39.0,0.48717948717948717,1
615301_FFF_2014J,687.0,3.7540983606557377,56.0,16.0,35.0,0.45714285714285713,1
615302_FFF_2014J,682.0,3.875,83.0,25.0,39.0,0.6410256410256411,1
615306_FFF_2014J,916.0,3.8487394957983194,74.0,19.0,39.0,0.48717948717948717,1
615328_FFF_2014J,602.0,4.630769230769231,85.0,16.0,39.0,0.41025641025641024,0
615340_FFF_2014J,245.0,3.888888888888889,45.0,8.0,22.0,0.36363636363636365,1
615342_FFF_2014J,159.0,3.2448979591836733,22.0,6.0,26.0,0.23076923076923078,1
615356_FFF_2014J,419.0,4.319587628865979,30.0,14.0,39.0,0.358974358974359,1
616517_FFF_2014J,511.0,3.1349693251533743,32.0,21.0,45.0,0.4666666666666667,1
616912_FFF_2014J,572.0,3.763157894736842,45.0,18.0,42.0,0.42857142857142855,1
617010_FFF_2014J,666.0,3.141509433962264,35.0,27.0,44.0,0.6136363636363636,1
617119_FFF_2014J,574.0,4.348484848484849,47.0,11.0,35.0,0.3142857142857143,1
617130_FFF_2014J,19.0,3.1666666666666665,7.0,2.0,4.0,0.5,0
617150_FFF_2014J,790.0,3.16,51.0,29.0,33.0,0.8787878787878788,0
617332_FFF_2014J,227.0,2.3645833333333335,19.0,16.0,40.0,0.4,0
617436_FFF_2014J,409.0,2.9214285714285713,42.0,19.0,25.0,0.76,0
617580_FFF_2014J,1747.0,5.563694267515924,64.0,37.0,39.0,0.9487179487179487,1
617783_FFF_2014J,358.0,3.2545454545454544,61.0,13.0,45.0,0.28888888888888886,0
617922_FFF_2014J,666.0,3.46875,64.0,25.0,45.0,0.5555555555555556,1
618252_FFF_2014J,498.0,3.744360902255639,37.0,15.0,40.0,0.375,0
618663_FFF_2014J,258.0,3.5833333333333335,99.0,6.0,26.0,0.23076923076923078,1
619204_FFF_2014J,156.0,2.4375,11.0,6.0,24.0,0.25,1
619292_FFF_2014J,877.0,3.7319148936170214,48.0,29.0,45.0,0.6444444444444445,1
619321_FFF_2014J,944.0,4.140350877192983,52.0,23.0,45.0,0.5111111111111111,1
619502_FFF_2014J,237.0,3.3380281690140845,45.0,13.0,29.0,0.4482758620689655,1
619863_FFF_2014J,7.0,1.4,3.0,2.0,5.0,0.4,0
619887_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
620094_FFF_2014J,1895.0,4.174008810572687,62.0,37.0,45.0,0.8222222222222222,1
620112_FFF_2014J,188.0,5.371428571428571,42.0,6.0,27.0,0.2222222222222222,0
620269_FFF_2014J,528.0,4.4,76.0,14.0,42.0,0.3333333333333333,1
620349_FFF_2014J,826.0,4.77456647398844,57.0,22.0,30.0,0.7333333333333333,0
620431_FFF_2014J,894.0,4.858695652173913,66.0,18.0,44.0,0.4090909090909091,1
620740_FFF_2014J,229.0,2.602272727272727,15.0,16.0,42.0,0.38095238095238093,1
620750_FFF_2014J,517.0,2.954285714285714,28.0,13.0,27.0,0.48148148148148145,0
620810_FFF_2014J,362.0,2.6231884057971016,33.0,17.0,43.0,0.3953488372093023,1
620824_FFF_2014J,14.0,2.0,3.0,2.0,12.0,0.16666666666666666,0
621307_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
622029_FFF_2014J,165.0,2.8448275862068964,23.0,11.0,21.0,0.5238095238095238,0
622275_FFF_2014J,602.0,3.2192513368983957,69.0,22.0,44.0,0.5,0
622362_FFF_2014J,198.0,2.869565217391304,19.0,9.0,38.0,0.23684210526315788,0
622481_FFF_2014J,733.0,3.7979274611398965,61.0,26.0,44.0,0.5909090909090909,1
622760_FFF_2014J,310.0,3.5632183908045976,28.0,9.0,44.0,0.20454545454545456,1
622899_FFF_2014J,790.0,3.969849246231156,36.0,31.0,43.0,0.7209302325581395,0
622910_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
622934_FFF_2014J,564.0,3.889655172413793,57.0,11.0,41.0,0.2682926829268293,1
622967_FFF_2014J,344.0,2.796747967479675,28.0,10.0,41.0,0.24390243902439024,0
623166_FFF_2014J,846.0,4.2944162436548226,49.0,24.0,45.0,0.5333333333333333,0
623230_FFF_2014J,884.0,3.8602620087336246,55.0,24.0,44.0,0.5454545454545454,0
623471_FFF_2014J,1166.0,3.3314285714285714,41.0,43.0,45.0,0.9555555555555556,1
623589_FFF_2014J,531.0,3.2777777777777777,57.0,17.0,35.0,0.4857142857142857,1
623763_FFF_2014J,3.0,1.5,2.0,1.0,0.0,0.0,0
623765_FFF_2014J,395.0,2.581699346405229,26.0,19.0,43.0,0.4418604651162791,1
623917_FFF_2014J,413.0,3.082089552238806,77.0,23.0,45.0,0.5111111111111111,0
623945_FFF_2014J,68.0,2.0,9.0,4.0,19.0,0.21052631578947367,0
623955_FFF_2014J,106.0,2.4651162790697674,19.0,10.0,25.0,0.4,0
624282_FFF_2014J,800.0,3.9603960396039604,42.0,25.0,44.0,0.5681818181818182,1
624740_FFF_2014J,85.0,2.7419354838709675,16.0,6.0,25.0,0.24,0
624864_FFF_2014J,934.0,4.188340807174888,89.0,25.0,39.0,0.6410256410256411,1
624970_FFF_2014J,680.0,4.927536231884058,82.0,14.0,26.0,0.5384615384615384,1
625245_FFF_2014J,728.0,3.978142076502732,62.0,22.0,35.0,0.6285714285714286,1
625330_FFF_2014J,1599.0,4.027707808564232,53.0,38.0,45.0,0.8444444444444444,0
625515_FFF_2014J,193.0,2.5064935064935066,24.0,9.0,43.0,0.20930232558139536,1
625609_FFF_2014J,419.0,2.9507042253521125,33.0,33.0,45.0,0.7333333333333333,0
625743_FFF_2014J,462.0,3.7560975609756095,31.0,16.0,44.0,0.36363636363636365,1
625802_FFF_2014J,653.0,3.863905325443787,91.0,36.0,44.0,0.8181818181818182,0
625838_FFF_2014J,429.0,3.108695652173913,43.0,21.0,44.0,0.4772727272727273,1
626033_FFF_2014J,1654.0,4.482384823848238,45.0,33.0,32.0,1.03125,1
626349_FFF_2014J,96.0,2.823529411764706,10.0,9.0,23.0,0.391304347826087,0
626416_FFF_2014J,651.0,3.222772277227723,46.0,25.0,44.0,0.5681818181818182,1
626454_FFF_2014J,227.0,2.3645833333333335,11.0,18.0,43.0,0.4186046511627907,1
626477_FFF_2014J,525.0,3.106508875739645,36.0,23.0,45.0,0.5111111111111111,1
626514_FFF_2014J,1410.0,4.66887417218543,48.0,30.0,45.0,0.6666666666666666,1
626539_FFF_2014J,8.0,1.1428571428571428,2.0,3.0,32.0,0.09375,0
626552_FFF_2014J,380.0,3.7254901960784315,61.0,20.0,33.0,0.6060606060606061,1
626579_FFF_2014J,190.0,3.2758620689655173,94.0,14.0,41.0,0.34146341463414637,0
627238_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
627365_FFF_2014J,1011.0,4.32051282051282,43.0,26.0,45.0,0.5777777777777777,1
627379_FFF_2014J,150.0,2.586206896551724,13.0,9.0,15.0,0.6,0
627443_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
627829_FFF_2014J,563.0,3.856164383561644,46.0,18.0,36.0,0.5,1
627840_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
628054_FFF_2014J,759.0,6.837837837837838,50.0,7.0,28.0,0.25,0
628149_FFF_2014J,1157.0,4.146953405017921,95.0,35.0,45.0,0.7777777777777778,1
628157_FFF_2014J,146.0,2.246153846153846,10.0,16.0,42.0,0.38095238095238093,1
628308_FFF_2014J,213.0,2.5357142857142856,26.0,14.0,44.0,0.3181818181818182,0
628363_FFF_2014J,60.0,2.2222222222222223,9.0,7.0,11.0,0.6363636363636364,0
628383_FFF_2014J,430.0,3.44,50.0,20.0,43.0,0.46511627906976744,1
628521_FFF_2014J,98.0,2.0,9.0,9.0,42.0,0.21428571428571427,1
628888_FFF_2014J,414.0,3.9056603773584904,35.0,14.0,38.0,0.3684210526315789,1
628964_FFF_2014J,818.0,3.7181818181818183,53.0,30.0,38.0,0.7894736842105263,1
629029_FFF_2014J,396.0,3.0229007633587788,27.0,15.0,30.0,0.5,0
629182_FFF_2014J,1.0,1.0,1.0,1.0,0.0,0.0,0
629394_FFF_2014J,24.0,1.8461538461538463,6.0,1.0,0.0,0.0,0
629491_FFF_2014J,953.0,4.331818181818182,87.0,23.0,41.0,0.5609756097560976,1
629522_FFF_2014J,255.0,4.473684210526316,66.0,10.0,44.0,0.22727272727272727,0
629594_FFF_2014J,324.0,2.3142857142857145,24.0,18.0,45.0,0.4,0
629686_FFF_2014J,73.0,2.3548387096774195,12.0,4.0,15.0,0.26666666666666666,0
629818_FFF_2014J,773.0,3.092,56.0,25.0,43.0,0.5813953488372093,1
629907_FFF_2014J,669.0,2.4686346863468636,26.0,26.0,37.0,0.7027027027027027,0
629922_FFF_2014J,432.0,3.2481203007518795,47.0,14.0,29.0,0.4827586206896552,1
629944_FFF_2014J,436.0,2.9863013698630136,32.0,19.0,43.0,0.4418604651162791,1
630024_FFF_2014J,16.0,1.7777777777777777,4.0,4.0,8.0,0.5,0
630109_FFF_2014J,372.0,2.7555555555555555,25.0,14.0,29.0,0.4827586206896552,1
630158_FFF_2014J,818.0,3.587719298245614,77.0,22.0,25.0,0.88,1
630168_FFF_2014J,410.0,4.183673469387755,30.0,15.0,28.0,0.5357142857142857,0
630186_FFF_2014J,548.0,3.242603550295858,39.0,27.0,43.0,0.627906976744186,0
630289_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
630358_FFF_2014J,156.0,4.216216216216216,44.0,4.0,12.0,0.3333333333333333,0
630510_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
630745_FFF_2014J,521.0,2.8784530386740332,46.0,14.0,28.0,0.5,0
630835_FFF_2014J,2294.0,5.131991051454139,107.0,40.0,45.0,0.8888888888888888,1
630905_FFF_2014J,3347.0,7.182403433476395,197.0,40.0,45.0,0.8888888888888888,1
630910_FFF_2014J,689.0,6.151785714285714,70.0,13.0,44.0,0.29545454545454547,1
630992_FFF_2014J,190.0,3.3333333333333335,39.0,10.0,42.0,0.23809523809523808,0
631075_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
631193_FFF_2014J,324.0,2.9454545454545453,43.0,15.0,39.0,0.38461538461538464,0
631438_FFF_2014J,247.0,2.7752808988764044,59.0,8.0,29.0,0.27586206896551724,0
631524_FFF_2014J,628.0,5.147540983606557,66.0,15.0,26.0,0.5769230769230769,0
631658_FFF_2014J,2284.0,5.639506172839506,66.0,44.0,45.0,0.9777777777777777,1
631681_FFF_2014J,182.0,2.4594594594594597,12.0,9.0,36.0,0.25,1
631715_FFF_2014J,327.0,2.893805309734513,25.0,14.0,38.0,0.3684210526315789,1
631740_FFF_2014J,541.0,4.434426229508197,78.0,9.0,27.0,0.3333333333333333,1
631750_FFF_2014J,171.0,2.7580645161290325,20.0,10.0,29.0,0.3448275862068966,0
631772_FFF_2014J,1811.0,6.016611295681063,77.0,36.0,42.0,0.8571428571428571,0
631837_FFF_2014J,1052.0,4.401673640167364,89.0,36.0,45.0,0.8,1
631924_FFF_2014J,735.0,3.828125,49.0,26.0,45.0,0.5777777777777777,1
632074_FFF_2014J,288.0,4.0,35.0,11.0,37.0,0.2972972972972973,1
632179_FFF_2014J,408.0,4.03960396039604,67.0,12.0,23.0,0.5217391304347826,0
632276_FFF_2014J,116.0,2.188679245283019,8.0,8.0,29.0,0.27586206896551724,0
632290_FFF_2014J,376.0,3.836734693877551,75.0,10.0,28.0,0.35714285714285715,1
632458_FFF_2014J,1098.0,3.541935483870968,65.0,32.0,45.0,0.7111111111111111,1
632556_FFF_2014J,218.0,2.369565217391304,10.0,16.0,44.0,0.36363636363636365,0
632597_FFF_2014J,69.0,1.6428571428571428,7.0,5.0,34.0,0.14705882352941177,1
632634_FFF_2014J,147.0,3.769230769230769,16.0,2.0,1.0,2.0,0
632773_FFF_2014J,154.0,3.276595744680851,30.0,3.0,8.0,0.375,0
632826_FFF_2014J,1192.0,3.6231003039513676,45.0,28.0,35.0,0.8,1
632836_FFF_2014J,269.0,3.2804878048780486,32.0,9.0,39.0,0.23076923076923078,1
633079_FFF_2014J,830.0,4.15,48.0,19.0,35.0,0.5428571428571428,1
633516_FFF_2014J,422.0,3.1029411764705883,13.0,20.0,32.0,0.625,1
633555_FFF_2014J,951.0,3.758893280632411,87.0,34.0,40.0,0.85,1
633568_FFF_2014J,354.0,3.9775280898876404,152.0,12.0,45.0,0.26666666666666666,1
633628_FFF_2014J,409.0,3.3524590163934427,23.0,24.0,45.0,0.5333333333333333,0
633867_FFF_2014J,553.0,3.0552486187845305,32.0,25.0,45.0,0.5555555555555556,1
633931_FFF_2014J,2841.0,3.990168539325843,55.0,45.0,45.0,1.0,1
634088_FFF_2014J,439.0,3.06993006993007,46.0,18.0,41.0,0.43902439024390244,1
634114_FFF_2014J,13.0,1.3,4.0,7.0,32.0,0.21875,0
634512_FFF_2014J,247.0,2.7752808988764044,22.0,17.0,42.0,0.40476190476190477,1
634526_FFF_2014J,488.0,3.5107913669064748,32.0,20.0,25.0,0.8,1
634601_FFF_2014J,385.0,3.8118811881188117,42.0,11.0,43.0,0.2558139534883721,0
634749_FFF_2014J,1649.0,4.711428571428572,72.0,37.0,45.0,0.8222222222222222,1
634888_FFF_2014J,2.0,2.0,2.0,1.0,0.0,0.0,0
634943_FFF_2014J,286.0,2.6728971962616823,21.0,13.0,36.0,0.3611111111111111,0
635079_FFF_2014J,44.0,14.666666666666666,23.0,1.0,0.0,0.0,0
635165_FFF_2014J,39.0,1.625,5.0,7.0,35.0,0.2,0
635184_FFF_2014J,755.0,2.984189723320158,35.0,28.0,42.0,0.6666666666666666,0
635191_FFF_2014J,332.0,3.074074074074074,33.0,17.0,27.0,0.6296296296296297,0
635271_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
635410_FFF_2014J,179.0,2.9344262295081966,75.0,9.0,30.0,0.3,0
635746_FFF_2014J,229.0,2.1809523809523808,36.0,18.0,45.0,0.4,0
635751_FFF_2014J,315.0,3.7058823529411766,80.0,10.0,40.0,0.25,0
635795_FFF_2014J,623.0,5.065040650406504,39.0,19.0,34.0,0.5588235294117647,1
635903_FFF_2014J,281.0,4.4603174603174605,39.0,7.0,25.0,0.28,0
635985_FFF_2014J,201.0,4.369565217391305,80.0,8.0,37.0,0.21621621621621623,0
636314_FFF_2014J,1095.0,4.1477272727272725,62.0,27.0,44.0,0.6136363636363636,1
636375_FFF_2014J,483.0,3.22,56.0,23.0,41.0,0.5609756097560976,0
636400_FFF_2014J,771.0,4.701219512195122,139.0,19.0,39.0,0.48717948717948717,1
636407_FFF_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
636408_FFF_2014J,247.0,3.6323529411764706,15.0,12.0,28.0,0.42857142857142855,1
636469_FFF_2014J,833.0,3.5446808510638297,39.0,27.0,44.0,0.6136363636363636,1
636492_FFF_2014J,308.0,3.08,35.0,16.0,40.0,0.4,0
636547_FFF_2014J,295.0,2.201492537313433,12.0,15.0,41.0,0.36585365853658536,0
636565_FFF_2014J,231.0,3.725806451612903,47.0,8.0,37.0,0.21621621621621623,1
636634_FFF_2014J,428.0,3.267175572519084,75.0,13.0,24.0,0.5416666666666666,0
636653_FFF_2014J,58.0,2.32,11.0,5.0,14.0,0.35714285714285715,0
636656_FFF_2014J,619.0,3.4971751412429377,36.0,22.0,33.0,0.6666666666666666,1
636704_FFF_2014J,386.0,2.9022556390977443,29.0,24.0,42.0,0.5714285714285714,0
